longitude,latitude,Years,month,day,magnitude,depth,hour,minute
-70.26,-37.72,1920,12,10,7.3,15,4,26
-72,-35,1928,12,1,8,25,4,6
-71.9,-35.39,1928,12,20,5.7,35,6,34
-68,-35,1929,5,30,6.8,40,9,43
-68.06,-35.02,1929,5,30,6,10,12,10
-70,-36.5,1932,3,1,5.8,290,19,1
-71,-35,1932,6,11,6,80,13,11
-71.88,-35.25,1935,8,5,6.1,35,23,50
-71.65,-36.53,1936,11,1,6.3,15,16,10
-72,-36,1937,1,30,5.8,100,10,31
-72,-37,1937,12,24,5.8,70,3,23
-70,-35,1940,9,29,6.3,110,1,21
-71.5,-36,1950,1,21,6.2,64,14,9
-70.34,-37.61,1955,10,6,6.5,167.3,11,3
-71.94,-38.03,1960,5,22,6.9,30,19,10
-70.53,-37.07,1961,10,19,6.3,149,11,19
-71.1,-37.7,1962,1,7,5.1,129,22,0
-70.4,-38.5,1963,2,26,5.1,61,23,23
-71.5,-36.9,1963,8,9,4.2,186,20,30
-71.8,-40.2,1963,8,15,4,58,19,14
-69,-38.2,1963,12,3,4,65,4,35
-70.4,-39,1963,12,19,4.2,33,1,47
-68,-35.2,1963,12,19,5.6,32,20,33
-67.9,-35.1,1963,12,22,5,33,5,56
-68.4,-35.1,1964,2,23,4.6,135,15,53
-70.6,-35.38,1964,4,23,4.4,35,18,58
-70.7,-39.4,1964,5,24,3.9,33,3,6
-70.65,-35.47,1964,11,24,4.1,130,1,30
-71.5,-35.38,1964,12,12,4,87,14,20
-71.23,-35.56,1965,2,28,4.4,105,21,52
-68.91,-35.45,1965,3,11,4.1,35,17,24
-70.88,-35.19,1965,7,23,4.5,99,11,32
-71.7,-40.2,1965,8,29,3.8,98,21,35
-72,-35.9,1965,10,5,4.9,24,3,39
-68.25,-35.42,1965,12,10,4.4,10,18,51
-72,-38.1,1966,3,23,4,78,3,24
-70.45,-36.78,1966,3,27,3.7,154,1,32
-71.27,-35.1,1966,4,29,4.6,100,3,32
-71.09,-35.2,1966,8,17,4.4,105,16,18
-69.92,-35.43,1967,2,21,4.1,150,4,51
-71.89,-39.25,1967,5,7,4.1,120,19,14
-70.28,-37.16,1967,5,15,4.4,33,3,55
-71,-35.05,1967,8,18,4.6,20,10,22
-69.92,-36.49,1967,8,29,3.8,35,3,55
-71.91,-39.5,1967,11,26,4.7,35,18,9
-71.24,-38.33,1968,4,30,5.4,10,23,51
-70.67,-35.1,1968,7,26,4.6,70,5,44
-71.24,-35.31,1968,10,18,4.9,90.2,2,43
-71.19,-35.75,1968,11,24,4.6,100.1,5,28
-71.87,-35.66,1969,1,19,4.8,60.8,18,48
-70.9,-36.2,1969,3,2,4.4,33,6,44
-71.01,-35.15,1969,4,23,4.6,78.5,8,27
-72,-39.22,1969,8,25,5.1,15,2,38
-71.25,-38.68,1969,12,2,4.5,120,13,45
-70.9,-36.42,1970,5,18,4.5,90,11,15
-67.4,-36.2,1970,6,30,4.1,33,6,55
-70.37,-36.77,1970,7,31,4.6,160,3,24
-70.5,-39.53,1970,11,30,4.7,160,13,1
-71.93,-37.28,1971,3,6,4.8,79.2,2,47
-70.23,-35.6,1971,7,3,4.2,48.4,20,35
-71.14,-35.02,1971,8,3,4.4,91.4,14,19
-71.07,-35.41,1971,12,4,4.8,93.6,18,45
-71.17,-39.48,1972,1,2,4.8,138.6,8,1
-70.25,-35.04,1972,1,21,5.1,11.1,21,56
-70.34,-35.01,1972,2,16,4.8,29.5,14,55
-71.26,-35.08,1972,5,30,4.4,97.5,1,16
-70.77,-36.54,1972,6,17,3.9,0.1,2,49
-71.57,-40.35,1972,8,1,4.4,118.6,18,36
-69.4,-36.89,1972,8,12,3.6,0.1,18,34
-70.98,-35.29,1972,9,4,4.7,105.1,20,59
-68.68,-36.35,1972,10,29,4,0.1,5,9
-71.97,-35.77,1973,4,29,4,0.1,7,26
-72.01,-38.35,1973,8,5,4.8,74.2,0,19
-70.88,-35.82,1973,10,24,4.6,98.8,22,14
-70.87,-35.14,1974,2,9,4.5,107.7,13,7
-70.98,-35.2,1974,2,21,5.1,86,14,27
-70.73,-36.08,1974,6,1,3.7,0.1,1,17
-70.33,-38.12,1974,6,30,4.7,174.9,6,49
-71.22,-39.63,1974,7,15,4.2,55,9,30
-71.66,-35.82,1974,7,22,5.6,83.5,18,12
-71.03,-35.18,1974,8,15,5.7,98.4,18,27
-71.06,-35.33,1974,9,7,4.8,90.1,20,18
-71.95,-38.01,1975,5,12,4.1,41.2,15,34
-70.96,-36.02,1975,5,20,4.9,107.9,13,30
-70.34,-38.38,1976,1,7,4.7,154.3,12,26
-70.66,-35.11,1976,2,15,4.8,101.4,10,14
-71.49,-36.12,1976,5,22,5,75.9,15,53
-71.54,-38,1976,8,28,4.5,37,12,21
-71.1,-38.16,1978,1,2,5.5,126.8,8,27
-70.1,-36.26,1978,5,17,4.5,185.4,16,46
-71.19,-36.04,1978,7,19,4.6,104,12,51
-70.79,-38.86,1979,2,21,4.7,155,17,53
-71.19,-35.71,1979,3,20,5.4,88.8,21,41
-71.91,-40.28,1979,4,19,4.5,33,7,16
-71.39,-36.13,1979,10,8,4.8,81.6,7,59
-70.48,-39.97,1979,11,4,4.5,33,23,33
-71.34,-35.99,1979,12,26,5.6,86.8,19,43
-70.56,-39.5,1980,1,30,4.8,33,14,49
-70.69,-35.02,1980,6,29,4.2,33.3,8,33
-71.09,-37.23,1980,7,5,4.4,136.3,2,30
-69.91,-35.27,1980,8,3,5.3,148.1,3,0
-70.94,-35.06,1980,10,25,4.2,92.6,0,31
-71.69,-35.51,1981,3,16,5.4,71.9,13,40
-71.07,-35.39,1981,4,6,5.2,83.3,14,34
-70.71,-37.23,1981,7,31,4.6,122.3,12,27
-70.58,-36.78,1981,11,28,4.5,134.3,1,32
-71.44,-36.27,1981,12,15,5,86.6,12,32
-71.7,-36.5,1982,4,8,4.8,92.9,23,57
-70.87,-36.5,1982,11,26,4.8,150.3,21,57
-71.54,-36.13,1983,7,31,4.6,89.5,2,52
-71.05,-35.17,1983,9,5,4.9,97.2,19,56
-71.27,-35.98,1983,11,15,4.9,103.3,7,50
-70.42,-37.25,1984,4,29,3,33,0,40
-70.82,-35.57,1984,6,6,5,125.9,3,13
-69.97,-35.82,1984,9,12,4.2,169.1,3,6
-71.65,-35.55,1984,9,19,4.9,75,3,5
-70.95,-35.11,1984,11,12,3.7,90.7,9,44
-71.09,-35.43,1984,11,29,5.4,97.1,19,12
-70.84,-35.33,1985,1,1,4.7,99.3,11,22
-70.6,-35,1985,1,7,3.7,121.6,0,56
-70.67,-35.17,1985,2,8,3.9,0.7,16,51
-71.68,-38.28,1985,4,5,4.2,33,22,10
-70.31,-35.06,1985,4,6,4.1,33,10,5
-71,-37,1985,4,9,4.2,10,9,42
-71.96,-38.47,1985,4,10,4.5,33,12,26
-71.57,-36,1985,6,5,3.8,51.8,20,49
-71.2,-35.59,1985,9,10,4.5,117.3,16,52
-71.42,-39.34,1985,9,18,4.9,33,6,56
-70.25,-38.53,1985,10,2,4.6,112.5,8,3
-70.6,-35.21,1985,11,4,5.3,28.9,19,12
-71.12,-35.31,1985,12,18,4.6,94,12,35
-71.15,-35.68,1986,1,8,5.2,108.9,3,42
-71.25,-35.94,1986,2,9,5.3,103.6,23,32
-71.2,-35.28,1986,2,13,4.4,91.8,18,14
-70.6,-35.2,1986,4,24,4.1,33,7,10
-71.6,-36.66,1986,5,11,4.4,71.1,11,1
-69.97,-35.35,1986,5,23,3.8,1,4,7
-70.41,-37.25,1986,7,21,4,109.7,20,27
-70.64,-36.31,1986,7,22,3.9,100,1,30
-71.85,-35.84,1986,8,3,3.8,5.3,6,37
-70.41,-36.27,1986,8,5,3.8,33,16,2
-71.83,-37.1,1986,9,5,5.4,85,6,6
-71.05,-35.45,1986,9,15,3.9,125.8,14,1
-70.9,-35.05,1986,9,19,3.4,105.7,17,7
-70.47,-35.89,1986,9,30,3.7,20,20,25
-70.81,-35.9,1986,11,13,3.7,170.7,11,42
-70.29,-36.43,1986,11,18,4.2,181.5,0,31
-71.02,-35.06,1986,11,22,3.6,104.8,1,6
-71.53,-36.04,1986,12,1,3.9,134.5,4,23
-69.34,-36.42,1986,12,4,4.1,33,10,54
-71.04,-35.19,1986,12,6,3.7,99.3,10,18
-70.15,-36.04,1986,12,11,4.1,60,1,20
-71.12,-35.31,1986,12,19,4.4,77.1,7,3
-71.11,-35.08,1987,2,1,3.8,110,9,57
-70.01,-35.24,1987,2,11,4.4,151.8,3,4
-71.22,-35.74,1987,2,27,4,108,10,19
-71.49,-35.6,1987,3,1,3.8,106,21,0
-68.58,-35.33,1987,3,11,4.2,87.9,6,47
-70.63,-36.65,1987,4,12,4.2,169.5,4,31
-71.47,-35.65,1987,4,21,3.8,113,1,11
-70.72,-35.25,1987,4,28,3.8,112,4,3
-70.33,-36.46,1987,5,19,3.9,150,4,10
-70.86,-35.16,1987,6,29,3.9,88.7,21,48
-69.66,-35.17,1987,7,7,3.8,165,4,52
-71.99,-36.95,1987,7,8,4.1,30,23,22
-71.57,-36.14,1987,7,9,4.2,134,3,36
-71.96,-35.31,1987,7,23,3.9,30,8,39
-70.51,-37,1987,8,19,4.1,134.9,4,55
-71.39,-35.72,1987,9,12,4,127,4,8
-71.56,-35.69,1987,9,24,4.6,71.4,14,0
-69.95,-35.04,1987,10,13,3.7,147,13,40
-71.4,-35.81,1987,11,2,4.2,95.6,14,58
-69.8,-37.06,1987,11,18,3.7,212,8,41
-70.33,-35.01,1987,11,22,3.9,10,22,38
-71.05,-36.26,1987,11,28,4,60,10,40
-70.93,-35.35,1987,11,30,4.2,123.4,13,55
-71.44,-35.23,1987,12,8,3.8,102,2,56
-70.47,-35.05,1987,12,8,3.9,127,8,12
-70.98,-35.69,1987,12,26,4.1,107.9,23,23
-70.74,-35.06,1987,12,30,5.4,101.9,11,56
-71.2,-35.4,1988,1,4,3.9,90,2,59
-71.21,-35.11,1988,1,7,4.2,89,3,56
-71.15,-39.95,1988,2,11,4.8,152.2,21,31
-71.48,-35.05,1988,2,17,4,62,23,13
-71.65,-36.8,1988,2,28,4,151,0,38
-70.74,-35.58,1988,3,1,3.8,10,11,13
-71.51,-35.87,1988,4,26,4.1,108.3,13,17
-71.86,-35.92,1988,5,1,4,135,18,59
-71.15,-35.34,1988,5,5,3.9,114,15,5
-70.65,-35.74,1988,5,20,4.9,92,5,50
-71.6,-35.49,1988,5,31,4.1,116,20,46
-71.6,-35.56,1988,7,11,4.5,80.3,21,29
-71.22,-35.34,1988,8,12,4.4,114,23,13
-70.71,-36.38,1988,8,28,4.4,49.9,1,58
-70.63,-36.73,1988,9,3,4.1,171,9,51
-71.25,-35.97,1988,9,4,4.5,86.6,20,54
-71.24,-35.72,1988,11,6,3.8,117,10,55
-71.66,-36.3,1988,11,15,4.1,83,9,34
-71.16,-35.16,1988,11,26,4,119,19,3
-70.12,-35.04,1988,11,29,4.2,140.8,23,52
-71.76,-38.1,1988,12,22,4.7,33,16,43
-71.37,-38.36,1988,12,24,4.6,33,11,33
-69.99,-35.12,1988,12,30,4.6,140.4,1,43
-70.98,-35.68,1989,1,14,4.4,84.1,5,22
-71.55,-35.8,1989,1,18,3.9,123,4,55
-71.77,-35.61,1989,1,18,4.5,67,14,24
-71.18,-38.37,1989,2,24,5.3,14.7,12,36
-71.06,-35.52,1989,2,26,4.4,84,11,8
-71.85,-35.03,1989,3,12,4.7,49.7,0,36
-70.01,-35.82,1989,4,15,4,184,6,13
-70.65,-36.57,1989,5,8,4,202,15,48
-71.56,-36.44,1989,5,20,3.7,60,22,32
-71.39,-35.62,1989,6,13,3.6,127,15,0
-71.17,-35.06,1989,6,19,4.2,113,20,28
-70.86,-36.63,1989,8,22,4,230,2,53
-71.56,-35.15,1989,8,23,3.7,71,17,50
-71.52,-35.46,1989,8,29,3.8,98,2,14
-71.49,-40.87,1989,8,29,4.6,142.4,6,10
-71.64,-37.05,1989,9,5,4,189,5,47
-70.82,-35.11,1989,9,5,4,97,10,42
-70.97,-35.62,1989,9,10,4,91.8,4,12
-69.92,-36.25,1989,9,10,3.8,111,7,27
-71.06,-36.39,1989,9,16,4.2,82.5,7,18
-71.36,-35.17,1989,9,25,3.7,98,11,13
-71.57,-36.66,1989,9,27,4.1,75.6,1,15
-71.14,-35.53,1989,9,30,3.8,113,14,24
-70.98,-35.14,1989,12,18,3.9,127,20,44
-70.47,-36.58,1989,12,26,3.8,33,6,59
-70.95,-35.03,1990,1,15,3.9,101.8,23,47
-67.33,-35.03,1990,4,1,4.5,31.5,10,52
-70.85,-36.02,1990,5,5,4,156,18,44
-71.4,-35.84,1990,5,14,6.2,87.1,21,34
-69.96,-35.4,1990,5,27,4,180,2,59
-71.53,-35.07,1990,5,27,4.1,30.9,19,29
-71.86,-35.21,1990,6,12,4.5,101,11,54
-71.01,-37.88,1990,6,16,3.9,225,15,34
-69.94,-36.53,1990,6,17,3.8,140,14,27
-69.98,-35.92,1990,6,25,3.6,155,8,55
-71.1,-35.25,1990,7,15,3.8,110,16,9
-68.44,-35.01,1990,7,30,3.9,10,3,44
-71.39,-35.13,1990,8,10,4.1,10,11,57
-70.95,-35.36,1990,8,14,4,86.2,4,13
-70.31,-35.16,1990,9,9,3.6,112,8,34
-70.3,-35.95,1990,10,4,3.6,210,21,42
-70.63,-37.81,1990,12,11,4.1,88.2,5,48
-70.49,-35.03,1990,12,30,3.8,142,2,10
-71.97,-35.63,1991,1,7,3.8,87,14,45
-71.62,-35.34,1991,1,11,3.9,32,13,13
-71.47,-36.86,1991,2,3,3.9,196,18,17
-70.64,-35.31,1991,2,8,4,12,7,6
-70.44,-35.8,1991,2,11,3.8,178,1,57
-71.97,-40.36,1991,2,13,4,33,12,59
-70.66,-35.23,1991,2,16,4,12,12,43
-71.08,-37.87,1991,2,21,4.8,107.5,6,54
-70.81,-35.98,1991,3,16,4.6,115.8,2,45
-71.17,-35.33,1991,4,1,3.4,48,14,25
-70.88,-35.2,1991,4,2,3.8,132,6,38
-71.08,-35.28,1991,4,3,3.6,102,6,36
-71.49,-36.81,1991,4,10,3.9,50,18,24
-70.52,-36.55,1991,5,17,5.3,139.3,14,25
-70.19,-35.02,1991,5,28,3.6,15,0,22
-71.38,-35.19,1991,6,15,4.2,136,13,58
-71.22,-35.06,1991,6,24,3.7,154,8,44
-71.87,-37.2,1991,7,31,4.4,43.4,23,15
-71.87,-40.49,1991,8,1,4.7,10,1,11
-71.07,-35.25,1991,8,14,4.7,107.2,16,1
-70.64,-38.02,1991,8,25,4.7,135.2,19,4
-71.19,-35.08,1991,9,10,3.8,88,0,30
-70.09,-35.15,1991,11,25,4.5,149.7,21,59
-71.36,-35.19,1991,12,5,3.8,56,20,25
-71.04,-35.15,1991,12,22,3.6,89,5,58
-71.37,-36.49,1991,12,29,4.2,92.5,7,44
-71.01,-35.18,1991,12,29,3.9,85,20,53
-71.55,-35.04,1992,1,18,5,63.2,15,42
-71.97,-36.15,1992,1,29,3.9,140,9,40
-70.2,-35.73,1992,2,21,3.8,170,5,28
-71.98,-35.67,1992,2,23,3.9,90,23,40
-71.77,-35.78,1992,2,28,3.7,108,10,26
-71.55,-36.03,1992,3,10,4.1,130.1,15,29
-71.02,-35.65,1992,3,10,3.7,142,20,17
-71.07,-35.26,1992,3,16,4.1,90.5,18,31
-71,-36.05,1992,3,24,3.6,33,1,54
-70.14,-35.29,1992,4,11,4.4,136.6,10,24
-71.18,-36.61,1992,4,24,4,180,18,12
-71.73,-35.99,1992,4,25,4,128,7,16
-70.67,-35.1,1992,4,27,3.7,11,5,58
-71.03,-35.84,1992,5,1,4,3,22,59
-71.22,-35.17,1992,5,16,3.7,100,12,3
-70.6,-35.54,1992,5,20,3.4,149,11,8
-70.96,-35.04,1992,5,20,3.8,110,22,3
-71.06,-35.13,1992,6,4,4.8,93,21,44
-70.91,-35.46,1992,6,21,4,116,13,29
-71.38,-35.42,1992,6,28,3.9,118,5,17
-70.8,-35.68,1992,6,29,4,114,8,15
-71.76,-35.42,1992,6,30,3.6,88,16,46
-71.21,-35.43,1992,7,1,4.4,124,4,49
-71.39,-35.36,1992,8,21,3.9,90,4,41
-71.59,-36.26,1992,9,6,4,179,20,23
-71.7,-36.78,1992,9,21,3.9,175.4,5,3
-71.85,-36.68,1992,9,27,4.2,170,11,25
-71.97,-36.55,1992,10,8,4,123,9,47
-70.68,-35.7,1992,10,14,3.6,33,17,19
-70.65,-35.66,1992,10,22,3.4,0.1,4,53
-71.47,-35.58,1992,10,27,3.8,135,6,14
-71.32,-35.76,1992,10,28,4,108,21,1
-71.95,-36.36,1992,10,30,4,140,23,13
-71.7,-36.14,1992,11,1,4,110,20,22
-70.86,-35.06,1992,11,6,3.7,110,19,30
-70.44,-35.47,1992,11,13,3.9,10,9,55
-70.99,-35.07,1992,11,21,3.8,100,9,41
-72.02,-38.12,1992,11,22,4.4,59.2,23,29
-69.95,-35,1992,11,25,3.7,140,17,0
-71.83,-35.76,1992,11,30,3.9,38,10,30
-71.86,-36.18,1992,12,8,4.1,100,9,22
-71.01,-35.13,1992,12,10,3.4,120,3,36
-70.1,-35.43,1992,12,11,4.1,154.6,21,9
-71.73,-35.79,1993,1,1,4,100,10,6
-70.19,-35.15,1993,1,4,3.8,148,10,16
-71.13,-35.13,1993,1,5,3.6,100,5,3
-71.8,-35.92,1993,1,14,3.7,97,16,6
-71.47,-35.31,1993,1,19,3.8,102,19,28
-70.72,-36.02,1993,1,21,3.9,140,8,9
-70.97,-35.15,1993,2,24,3.8,104,3,31
-71.55,-39.16,1993,2,27,5.1,91.7,0,29
-71.46,-36.12,1993,3,7,3.8,167,11,54
-71.43,-35.31,1993,3,8,3.8,82,4,47
-71.25,-35.36,1993,3,9,4,109.9,20,3
-71.21,-36.16,1993,3,10,4.1,168,18,16
-71.77,-35.67,1993,3,15,3.9,90,12,54
-71.13,-35.01,1993,3,18,3.7,100,8,20
-70.13,-35,1993,4,14,4.4,12,23,8
-71.81,-37.17,1993,4,22,4.1,169,11,26
-70.8,-35.32,1993,4,26,3.4,15,11,2
-71.43,-35.49,1993,5,7,3.8,100,21,44
-71.01,-35.78,1993,5,22,4.2,13,22,56
-71.08,-35.95,1993,5,25,4,1,10,29
-71.31,-35.47,1993,5,27,4,100,6,40
-70.24,-35,1993,5,30,3.9,10,19,42
-71.71,-35.64,1993,6,5,3.8,131,22,51
-71.12,-35.06,1993,7,7,3.8,100,3,51
-70.64,-35.11,1993,7,8,3.8,3,3,17
-71.27,-35,1993,7,10,3.4,76,22,14
-70.95,-35.42,1993,8,3,3.8,110,6,15
-70.93,-35.23,1993,8,11,4,93,13,19
-71.52,-35.95,1993,10,13,3.9,103,15,37
-70.86,-36.29,1993,11,9,4.5,117.9,15,14
-70.12,-35.2,1993,11,9,3.8,172.2,18,11
-70.47,-35.22,1993,11,29,3.8,10,1,27
-70.66,-35.82,1993,12,17,3.9,213,9,7
-69.96,-36.17,1993,12,26,4.1,189.9,16,17
-71.09,-35.62,1993,12,31,3.9,150,16,34
-71.01,-36.13,1994,1,5,3.8,196,2,35
-70.15,-35.21,1994,1,7,3.4,170,8,41
-71.16,-35.14,1994,1,8,3.6,101,22,9
-71.04,-35.28,1994,1,9,4,89.1,11,30
-70.44,-35.42,1994,1,26,3.7,172,20,56
-71.05,-35.65,1994,1,29,4.2,151.6,16,4
-70.48,-36.36,1994,2,14,4.1,2,18,40
-71.28,-35.39,1994,2,20,4.2,110,21,55
-70.51,-35.84,1994,3,1,3.9,201,10,55
-71.16,-35,1994,3,11,4,90,13,52
-71.6,-35.69,1994,3,14,4.1,118.6,1,10
-71.39,-35.51,1994,3,19,3.8,123,20,24
-70.96,-35.32,1994,4,16,3.4,106,0,12
-71.38,-36.27,1994,4,16,3.9,183,4,32
-69.03,-36.13,1994,5,4,3.7,54,1,52
-71.34,-35.47,1994,5,7,3.7,120,7,4
-70.99,-35.1,1994,5,7,3.4,111,16,22
-71.85,-36.09,1994,5,28,4,94,5,46
-71.15,-35.62,1994,6,27,4.7,111.3,3,33
-71.68,-35.05,1994,7,3,3.7,45,8,42
-70.53,-35.19,1994,7,12,3.7,14,19,50
-71.97,-35.95,1994,7,27,4,99,1,44
-71.07,-35.03,1994,7,27,4,91,22,4
-70.24,-35.16,1994,8,1,3.9,158,3,42
-70.66,-35.26,1994,8,11,3.8,5,23,34
-71.94,-35.57,1994,8,14,3.8,9,10,43
-71.21,-35.12,1994,8,20,4,71,14,52
-71.06,-35.56,1994,8,24,4,110.7,0,30
-71.76,-35.46,1994,8,26,4.1,86.4,23,41
-71.4,-35.95,1994,8,27,4.2,152,9,27
-71.46,-35.6,1994,8,31,3.9,127,4,54
-71.17,-35.85,1994,8,31,4,132,20,56
-71.17,-35.1,1994,9,10,3.7,92,4,13
-70.97,-35.37,1994,9,22,3.2,109,18,21
-71.44,-35.58,1994,9,28,4,106,3,29
-71.32,-35.09,1994,10,4,3.8,80,22,26
-71.5,-35.5,1994,10,14,4,118,2,23
-70.85,-39.2,1994,10,20,6,151.7,1,15
-70.2,-35.79,1994,10,23,4,152.9,8,10
-71.55,-35.91,1994,10,24,4,142.9,11,45
-70.95,-35.33,1994,10,29,4,110,1,22
-67.36,-35.05,1994,11,13,4.8,26.7,15,3
-71.43,-35.04,1994,11,14,3.4,56,8,3
-71.18,-35.56,1994,11,26,3.8,152,18,33
-71.2,-35.21,1994,11,27,3.4,100,1,22
-71.43,-36.22,1994,12,8,3.9,0.1,7,17
-71.19,-35.72,1994,12,9,4.2,120,8,44
-71.84,-39.22,1994,12,12,4.4,104.9,7,27
-71.2,-35.28,1994,12,23,3.6,87.2,1,59
-71.6,-35.43,1994,12,25,3.9,78,5,59
-71.78,-35.18,1994,12,27,3.6,65,3,47
-71,-35.11,1995,1,3,4.8,90.1,12,46
-71.17,-36.52,1995,1,4,3.7,202,7,31
-71.96,-35.26,1995,1,9,3.9,41,21,19
-70.38,-35.14,1995,1,11,3.4,5,8,33
-71.3,-36.05,1995,1,14,3.9,160,8,12
-71.76,-35.7,1995,1,24,3.8,109,1,24
-70.55,-35.79,1995,2,5,3.7,186.7,22,32
-71.74,-35.37,1995,2,7,3.9,123.6,8,18
-70.96,-35.51,1995,2,11,3.4,105,18,20
-71.44,-35.4,1995,4,12,3.2,92,3,52
-70.87,-35.74,1995,4,15,4.6,1,2,56
-71.62,-35.03,1995,4,16,3.4,55,1,30
-68.07,-37.28,1995,5,4,4.4,19.7,3,11
-70.71,-35.39,1995,5,7,3.4,5,0,43
-71.42,-35.3,1995,5,9,3.2,106,3,47
-71.4,-35.46,1995,5,10,3.2,108.8,14,12
-71.38,-35.36,1995,5,26,3.1,110,2,0
-71.45,-35.59,1995,6,8,3.2,131,19,3
-70.67,-35.14,1995,6,26,3.6,5,21,47
-71.83,-35.02,1995,6,27,3.7,46,3,32
-71.23,-35.33,1995,7,1,2.5,110,8,42
-71.69,-35.6,1995,7,9,3.1,116,9,59
-71.3,-36.37,1995,7,10,4.2,112.5,21,28
-71.61,-35.66,1995,7,11,3.1,130,6,20
-71.08,-37.08,1995,7,11,3.8,172.7,11,28
-71.27,-35.3,1995,7,21,3.7,108.1,18,22
-71.39,-35.93,1995,7,23,4.2,111.5,8,6
-71.53,-35.37,1995,8,7,2.8,102,7,0
-69.38,-36.45,1995,8,9,2.9,1,13,48
-71.17,-35.1,1995,8,22,3.2,92,6,16
-71.55,-39.22,1995,8,24,4,117.9,3,1
-70.95,-37.18,1995,8,29,3.9,196,3,47
-70.52,-35.54,1995,9,3,3.2,193,10,6
-71.46,-35.44,1995,9,8,2.9,114,19,27
-71.34,-35.19,1995,9,10,3.2,95,7,16
-70.61,-35.29,1995,9,15,2.4,110,21,2
-71.18,-35.19,1995,9,16,3.6,102.4,7,41
-71.29,-35.89,1995,9,18,4.1,104.3,17,19
-71.67,-35.76,1995,9,27,3.2,107,12,38
-71.87,-35.44,1995,9,30,3.6,0.1,5,18
-71.84,-35.13,1995,10,2,3.2,52,23,15
-70.95,-35.42,1995,10,8,2.1,107,22,14
-70.6,-35.65,1995,10,9,4.1,0.1,5,33
-71.31,-35.21,1995,10,25,3.4,88,12,53
-71.67,-35.67,1995,10,30,3.8,39,12,37
-70.77,-36.91,1995,11,9,3.4,138,19,32
-70.9,-36.88,1995,11,9,3.6,186,23,2
-71.47,-35.23,1995,11,12,3.4,98,19,55
-71.1,-35.9,1995,11,14,3.7,164.4,23,21
-71.25,-35.25,1995,11,17,2.8,93,10,51
-71.21,-35.13,1995,11,26,2.4,101,10,54
-70.71,-37.15,1995,12,17,4,150.9,17,2
-71.85,-35.15,1995,12,27,4,34,23,58
-71.23,-35.48,1995,12,31,4,98,0,38
-71.2,-35.47,1996,1,17,3.7,96.6,8,21
-70.79,-35,1996,1,28,2.7,113,23,4
-71.11,-35.05,1996,1,30,2.4,80,12,26
-71.4,-36.05,1996,2,10,3.4,146,18,39
-72,-35.68,1996,2,12,4.1,38,11,53
-71.07,-35.14,1996,2,16,3.2,105,5,41
-70.92,-35.75,1996,2,29,2.4,137,3,35
-71.3,-35.53,1996,3,7,3.9,108,19,13
-71.75,-36.74,1996,3,10,3.2,194,6,22
-71.63,-35.33,1996,3,10,2.7,89,16,4
-70.5,-38.77,1996,3,27,3.8,182.9,10,28
-71.69,-36.49,1996,4,9,4.4,91.1,19,17
-71.22,-35.66,1996,4,15,3.6,139.9,0,49
-71.43,-35.34,1996,4,19,3.7,83,18,32
-71.59,-37.28,1996,4,26,4.5,108.4,13,16
-71.26,-36.2,1996,5,2,4.8,95.4,4,0
-71.5,-35.34,1996,5,8,2.9,89,10,58
-70.97,-35.26,1996,5,9,3.1,107,13,39
-70.89,-35.08,1996,5,13,3.4,121.6,8,56
-71.66,-35.82,1996,5,15,3.2,111,9,2
-71.35,-35.3,1996,5,24,3.2,97,12,22
-70.6,-35.09,1996,5,24,3.6,0.3,20,48
-71.34,-35.53,1996,6,17,3.2,119,15,12
-71.98,-35.97,1996,7,2,3.9,33,17,16
-71.21,-35.32,1996,7,17,3.4,110,6,6
-70.98,-35.07,1996,7,22,3.8,101.2,8,31
-71.17,-35.04,1996,7,22,3.1,91.6,12,43
-71.53,-35.14,1996,7,25,2.8,82,19,49
-71.65,-35.6,1996,7,29,2.9,111,12,54
-71.21,-36.11,1996,8,12,3.8,106.7,9,5
-71.64,-35.41,1996,8,14,2.1,87,23,57
-71.23,-35.68,1996,8,18,4.9,112,8,43
-71.37,-36.38,1996,8,23,3.2,176,2,0
-71.23,-35.17,1996,8,26,3.2,4,3,4
-71.23,-35.4,1996,8,26,3.2,110,15,19
-71.37,-35.34,1996,9,25,3.8,99,0,35
-71.67,-36.1,1996,9,25,2.9,142,1,5
-70.51,-35.47,1996,10,8,2.5,160,15,13
-70.51,-36.22,1996,10,8,3,210,16,56
-71.4,-35.48,1996,10,17,2.8,110,9,18
-71.62,-35.58,1996,10,31,3.1,112,11,27
-71.02,-35.45,1996,11,19,4.1,112.5,10,14
-71.69,-35.23,1996,11,21,3.9,27,9,59
-71.17,-35.44,1996,12,7,4.2,97.6,12,3
-71.37,-35.41,1996,12,7,3.2,100,12,39
-71.81,-35.69,1996,12,19,3.2,106,0,6
-71.67,-35.48,1997,1,6,3.9,92.5,22,24
-71.42,-35.76,1997,1,11,3,130,7,41
-71.71,-36.06,1997,1,14,4,10,5,39
-71.88,-36.82,1997,1,22,3.2,179,0,50
-71.83,-35,1997,1,26,3.2,66,2,5
-71.43,-36.54,1997,1,29,3.8,181.6,1,17
-71.26,-35.76,1997,2,2,2,152,2,43
-69.73,-37.56,1997,2,5,3.4,192.5,2,48
-71.55,-35.42,1997,2,24,2.8,94,18,37
-71.75,-35.37,1997,3,15,3.9,5,5,10
